,cpi,cpi_core,cpi_local,cpi_import,cpi_food,cpi_clothing,cpi_ameu,cpi_trans,cpi_house_energie,cpi_health,cpi_cult,cpi_educ,cpi_hotel,cpi_other,w_cpi_food,w_cpi_clothing,w_cpi_house_energie,w_cpi_trans,w_cpi_ameu,w_cpi_health,w_cpi_cult,w_cpi_educ,w_cpi_hotel,w_cpi_other,ir,eur_gnf,M2,CNE,CNP,ir_ib_7j,bdt_91j,bdt_182j,bdt_364j,res_ex,cre_etat,av_ext_net,usd_gnf,usd_gnf_p,eur_gnf,eur_gnf_p
Comments,IPC: Indice generale,,IPC:Produits locaux,IPC: Produits importés,IPC: Alimentation,IPC: Habillement et chaussures,IPC: Ameublement/Equipement mï¿½nager,IPC: Transport,IPC: Logement/Electricitï¿½/Eau/Gaz,IPC: Santï¿½,IPC: Loisir/spectacle/culture,IPC: Enseignement,IPC: Hotels cafï¿½ restaurants,IPC: Autres biens et services,,,,,,,,,,,Taux directeur,EUR/GNF,,Credit Nette sur l'Etat,Credit Nette sur le Secteur Prive,Taux d'interet interbancaire a 7 jours,Taux du bons du Tresor á 91 jours,Taux du bons du Tresor á 182 jours,Taux du bons du Tresor á 364 jours,Reserves excedantaires (GNF),Créances net sur l'état,Avoirs exterieurs net (mln USD),USD/GNF: Taux de change officiel,USD/GNF: Taux de change parallel,EUR/GNF: Taux de change officiel,EUR/GNF: Taux de change parallel
2000M01,,,147.8,169.5,,,,,,,,,,,3756,732,1088,1121,830,1120,364,90,220,679,,1828.16,598.22,,,,,,,,,,1772.975,,1828.165,
2000M02,,,148.1,169.6,,,,,,,,,,,3756,732,1088,1121,830,1120,364,90,220,679,,1763.14,590.5,,,,,,,,,,1799.6667,,1763.14,
2000M03,,,148.3,169.4,,,,,,,,,,,3756,732,1088,1121,830,1120,364,90,220,679,,1606.22,599.86,,,,,,,,,,1721.95,,1606.21667,
2000M04,,,147.7,169.3,,,,,,,,,,,3756,732,1088,1121,830,1120,364,90,220,679,,1497.72,603.71,,,,,,,,,,1577.75,,1497.72,
2000M05,,,147.6,170.4,,,,,,,,,,,3756,732,1088,1121,830,1120,364,90,220,679,,1468,615.06,,,,,,,,,,1624,,1468,
2000M06,,,148,170.4,,,,,,,,,,,3756,732,1088,1121,830,1120,364,90,220,679,,1546.66,621.29,,,,,,,,,,1627.75,,1546.6575,
2000M07,,,148.8,170.5,,,,,,,,,,,3756,732,1088,1121,830,1120,364,90,220,679,,1559.73,648.02,,,,,,,,,,1723.5725,,1559.725,
2000M08,,,150.1,170.6,,,,,,,,,,,3756,732,1088,1121,830,1120,364,90,220,679,,1587.77,646.06,,,,,,,,,,1773.75,,1587.775,
2000M09,,,156.6,180.9,,,,,,,,,,,3756,732,1088,1121,830,1120,364,90,220,679,,1585.23,652.31,,,,,,,,,,1812.425,,1585.235,
2000M10,,,156.2,181.5,,,,,,,,,,,3756,732,1088,1121,830,1120,364,90,220,679,,1600.31,679.03,,,,,,,,,,1835.01,,1600.31,
2000M11,,,156.7,182.7,,,,,,,,,,,3756,732,1088,1121,830,1120,364,90,220,679,,1604.7,677.06,,,,,,,,,,1900,,1604.705,
2000M12,,,157.7,183,,,,,,,,,,,3756,732,1088,1121,830,1120,364,90,220,679,,,671.84,,,,,,,,,,,,,
2001M01,96.382,,158.3,182.5,,,,,,,,,,,3756,732,1088,1121,830,1120,364,90,220,679,,1778.09775,598.215,,,,,,,,,,1910,,1778.095,
2001M02,95.695,,158.9,178.8,,,,,,,,,,,3756,732,1088,1121,830,1120,364,90,220,679,,1768.4589,590.496,,,,,,,,,,1930,,1768.46,
2001M03,95.752,,158.9,179,,,,,,,,,,,3756,732,1088,1121,830,1120,364,90,220,679,,1754.0019,599.86,,,,,,,,,,,,,
2001M04,95.695,,158.1,180,,,,,,,,,,,3756,732,1088,1121,830,1120,364,90,220,679,,,603.711,,,,,,,,,,1945,,1754,
2001M05,95.867,,158.6,179.8,,,,,,,,,,,3756,732,1088,1121,830,1120,364,90,220,679,,1712.28085,615.06,,,,,,,,,,1945,,1712.28,
2001M06,96.268,,159.7,180,,,,,,,,,,,3756,732,1088,1121,830,1120,364,90,220,679,,1665.5042,621.29,,,,,,,,,,1945,,1665.5,
2001M07,96.726,,159.9,181.7,,,,,,,,,,,3756,732,1088,1121,830,1120,364,90,220,679,,,648.015,,,,,,,,,,,,,
2001M08,98.33,,161.7,185.9,,,,,,,,,,,3756,732,1088,1121,830,1120,364,90,220,679,,1725.6971,646.055,,,,,,,,,,1972,,1725.7,
2001M09,98.673,,161.6,187.6,,,,,,,,,,,3756,732,1088,1121,830,1120,364,90,220,679,,1778.111,652.31,,,,,,,,,,1960,,1778.11,
2001M10,98.845,,161.5,188.6,,,,,,,,,,,3756,732,1088,1121,830,1120,364,90,220,679,,1805.4432,679.027,,,,,,,,,,1968,,1805.44,
2001M11,97.07,,158.4,185.5,,,,,,,,,,,3756,732,1088,1121,830,1120,364,90,220,679,,1746.3128,677.063,,,,,,,,,,1974.35,2015,1746.31,
2001M12,97.356,,158.7,186.1,,,,,,,,,,,3756,732,1088,1121,830,1120,364,90,220,679,,,671.836,,,,,,,,,,,,,
2002M01,97.241,,158.6,185.5,,,,,,,,,,,3756,732,1088,1121,830,1120,364,90,220,679,,1764.0354,670.604,,,,,,,,,,1980.95,,1764.04,
2002M02,97.7,,159.9,185.8,,,,,,,,,,,3756,732,1088,1121,830,1120,364,90,220,679,,1707.1896,669.619,,,,,,,,,,1975,,1707.19,
2002M03,97.929,,159.3,187.6,,,,,,,,,,,3756,732,1088,1121,830,1120,364,90,220,679,,1708.1787,649.955,,,,,,,,,,1975,,1708.18,
2002M04,97.929,,159.4,187.7,,,,,,,,,,,3756,732,1088,1121,830,1120,364,90,220,679,,1728.9394,672.095,,,,,,,,,,1973,,1728.94,
2002M05,98.272,,160.5,187.5,,,,,,,,,,,3756,732,1088,1121,830,1120,364,90,220,679,,1802.1883,700.93,,,,,,,,,,1975,,1802.19,
2002M06,98.788,,161.7,187.9,,,,,,,,,,,3756,732,1088,1121,830,1120,364,90,220,679,,1852.5,734.4,,,,,,,,,,1976,,1852.5,
2002M07,100.048,,164.4,189.4,,,,,,,,,,,3756,732,1088,1121,830,1120,364,90,220,679,,1970.5358,749.283,,,,,,,,,,1976,,1970.54,
2002M08,100.62,,165.7,189.9,,,,,,,,,,,3756,732,1088,1121,830,1120,364,90,220,679,,1932.5285,764.852,,,,,,,,,,1976,,1932.53,
2002M09,101.078,,166.8,190.2,,,,,,,,,,,3756,732,1088,1121,830,1120,364,90,220,679,,1965.5267,787.299,,,,,,,,,,1976,,1965.53,
2002M10,101.479,,167.3,191.3,,,,,,,,,,,3756,732,1088,1121,830,1120,364,90,220,679,,1939.2434,777.143,,,,,,,,,,1976,,1939.24,
2002M11,102.682,,169.3,193.7,,,,,,,,,,,3756,732,1088,1121,830,1120,364,90,220,679,,1967.0991,779.388,,,,,,,,,,1976,2035,1967.1,
2002M12,102.854,,170.8,194.1,,,,,,,,,,,3756,732,1088,1121,830,1120,364,90,220,679,,,800.982,,,,,,,,,,,,,
2003M01,104.4,,172.4,196.4,,,,,,,,,,,3756,732,1088,1121,830,1120,364,90,220,679,,1985,837.349,,,,,,,,,,1975,,1985,
2003M02,104.8,,174,198.5,,,,,,,,,,,3756,732,1088,1121,830,1120,364,90,220,679,,1990,866.511,,,,,,,,,,1975,,1990,
2003M03,108.2,,177.8,204.4,,,,,,,,,,,3756,732,1088,1121,830,1120,364,90,220,679,,2158.6856,902.378,,,,,,,,,,1977,,2158.69,
2003M04,108.1,,178.2,205,,,,,,,,,,,3756,732,1088,1121,830,1120,364,90,220,679,,2201.25625,942.376,,,,,,,,,,1980,,2201.255,
2003M05,109.8,,183.1,204.7,,,,,,,,,,,3756,732,1088,1121,830,1120,364,90,220,679,,2276.8015,993.646,,,,,,,,,,1980,,2276.8,
2003M06,110.7,,191.2,213,,,,,,,,,,,3756,732,1088,1121,830,1120,364,90,220,679,,2316.3986,955.099,,,,,,,,,,1980,,2316.4,
2003M07,111.4,,191.6,212.6,,,,,,,,,,,3756,732,1088,1121,830,1120,364,90,220,679,,2268.9593,1037.384,,,,,,,,,,1985,,2268.96,
2003M08,112.2,,192.4,216.4,,,,,,,,,,,3756,732,1088,1121,830,1120,364,90,220,679,,2245.4272,1054.474,,,,,,,,,,1985,,2245.43,
2003M09,113.9,,194.1,217.4,,,,,,,,,,,3756,732,1088,1121,830,1120,364,90,220,679,,2221.428,1050.317,,,,,,,,,,1995,,2221.43,
2003M10,114.4,,195.5,217.3,,,,,,,,,,,3756,732,1088,1121,830,1120,364,90,220,679,,2330.3941,1046.622,,,,,,,,,,2000,,2330.39,
2003M11,115.5,,196.7,217.4,,,,,,,,,,,3756,732,1088,1121,830,1120,364,90,220,679,,2293.5949,1068.539,,,,,,,,,,2000,,2293.59,
2003M12,115.8,,198.5,219.4,,,,,,,,,,,3756,732,1088,1121,830,1120,364,90,220,679,,2499.1898,1083.314,,,,,,,,,,2000,2415,2499.19,
2004M01,118.6,,,,130.6,109.4,114.4,116.6,106.5,112.1255313,105.8204751,102.482,110.5324545,114.2290997,3756,732,1088,1121,830,1120,364,90,220,679,,,1090.297,,,,,,,,,,,,,
2004M02,119.6,,,,132.2,108.9,116.1,116.6,108.2,102.7889286,104.2460199,124.4,123.8954545,121.6786942,3756,732,1088,1121,830,1120,364,90,220,679,,,1137.602,,,,,,,,,,,,,
2004M03,119.3,,,,131.5,109,116.3,116.8,106.1,106.1777679,106.6900498,105.9,101.3681818,117.8601375,3756,732,1088,1121,830,1120,364,90,220,679,,2496.7923,1166.342,,,,,,,,,,2000,2600,2496.79,2850
2004M04,119.7,,,,133.1,108.5,115.8,116.9,106.5,112.0350893,105.2818408,100.5,114.7,115.1756014,3756,732,1088,1121,830,1120,364,90,220,679,,2444.8004,1212.23,,,,,,,,,,2000,2600,2444.8,2850
2004M05,120.1,,,,134.6,108,114.1,116.9,106.5,117.1734821,101.8910448,101.2,114.7,115.8379725,3756,732,1088,1121,830,1120,364,90,220,679,,2425.2139,1271.617,,,,,,,,,,2000,2700,2425.21,3000
2004M06,121.6,,,,137.4,107.8,115.2,116.9,109.1,112.4881446,104.949097,100.559,114.658,114.9865687,3756,732,1088,1121,830,1120,364,90,220,679,,2446.2073,1317.243,,,,,,,,,,2000,2900,2446.21,3150
2004M07,123.9,,,,142.8,107.9,118.6,117.1,109.4,112.8100455,105.4736393,100.548,114.658,115.068146,3756,732,1088,1121,830,1120,364,90,220,679,,2915.5727,1391.997,,,,,,,,,,2375,2900,2915.5725,3275
2004M08,133,,,,151.7,109.2,119.1,148.5,115.9,112.0121813,105.2793657,100.548,114.658,115.1898608,3756,732,1088,1121,830,1120,364,90,220,679,,3170.857675,1448.895,,,,,,,,,,2600,3000,3170.8575,3650
2004M09,144.9,,,,169,110.9,124.6,170.6,122.7,111.8144705,105.3368881,100.548,114.658,115.7981237,3756,732,1088,1121,830,1120,364,90,220,679,,3161.61228,1431.4,,,,,,,,,,2590,3140,3161.61,3980
2004M10,145.9,,,,167.3,110.8,128,172.3,124.5,112.2317857,105.1793532,100.5,114.9863636,115.8888316,3756,732,1088,1121,830,1120,364,90,220,679,,3184.033625,1453.394,,,,,,,,,,2550,3150,3184.0325,3950
2004M11,146.8,,,,168.6,112.9,129.8,172.4,124.4,112.4616964,105.0858209,100.5,114.9863636,115.2580756,3756,732,1088,1121,830,1120,364,90,220,679,,3294.34085,1469.048,,,,,,,,,,2550,3327.5,3294.34,4142.5
2004M12,147.8,,,,166.5,114.1,130,172.4,128,121.4479464,104.9004975,100.5,125.2954545,117.9731959,3756,732,1088,1121,830,1120,364,90,220,679,,3420.56974,1484.638,,,,,,,,,,2550,3330,3420.572,4400
2005M01,150.3,,,,170.6,115.2,131,172.6,131,148.4313393,118.730597,112.3,143.6818182,125.1278351,3756,732,1088,1121,830,1120,364,90,220,679,16.52,3379.183475,1569.176,,,,,,,,,,2575,3283.75,3379.185,4250
2005M02,151.4,,,,173.6,115.2,133.6,172.3,133.6,146.659375,118.5773632,112.5,144.1590909,122.7549828,3756,732,1088,1121,830,1120,364,90,220,679,16.25,3591.6861,1637.278,,,,,,,,,,2762.5,3318.75,3591.6875,4241.25
2005M03,152.1,,,,174.5,115.9,133.3,172.3,133.3,150.35625,118.5012438,112.5,144.1590909,122.6786942,3756,732,1088,1121,830,1120,364,90,220,679,16.25,3975.04754,1687.585,,,,,,,,,,3019.6,3432,3975.048,4408
2005M04,153.7,,,,178.7,116.3,131,172.2,131,151.15,120.0360697,112.5,144.1590909,122.6786942,3756,732,1088,1121,830,1120,364,90,220,679,16.25,4291.584825,1750.2,,,,,,,,,,3312.5,3636.5,4291.5825,4623.25
2005M05,161.3,,,,187.7,117.2,134.1,203.3,134.1,152.194375,120.6032338,112.5,144.4454545,124.3865979,3756,732,1088,1121,830,1120,364,90,220,679,22.25,4479.83095,1754.52,,,,,,,,,,3516.5,3753.75,4479.83,4753.75
2005M06,171,,,,201.7,120.2,139.7,229.3,139.7,153.2732143,121.3201493,112.5,144.7318182,129.3228522,3756,732,1088,1121,830,1120,364,90,220,679,22.25,4587.04968,1772.405,,,,,,,,,,3765.8,3980,4587.05,4860
2005M07,176.7,,,,212.3,121.5,144.7,230.9,144.7,156.6134821,124.7266169,112.5,149.0272727,130.712543,3756,732,1088,1121,830,1120,364,90,220,679,22.25,4588.59475,1796.09,,,,,,,,,,3823.75,3887.5,4588.5925,5175
2005M08,181.8,,,,215.1,124.6,145.7,237.5,150.4,158.2864286,134.8942786,112.5,172.4136364,135.5321306,3756,732,1088,1121,830,1120,364,90,220,679,22.25,4789.994175,1853.91,,,,,,,,,,3912.5,4012.5,4789.9925,5212.5
2005M09,185.1,,,,220,125.7,146.2,237.5,155,160.2185714,139.450995,112.5,179.8590909,142.9814433,3756,732,1088,1121,830,1120,364,90,220,679,22.25,4972.8102,1888.66,,,,,,,,,,4055.25,4175,4972.8125,5200
2005M10,187.2,,,,223.9,128.5,146,237.8,155.7,161.9311196,139.367291,112.693,179.8394545,146.1192234,3756,732,1088,1121,830,1120,364,90,220,679,22.25,5017.794,1884.59,,,,,,,,,,4184.5,4187.5,5017.7975,5200
2005M11,188.7,,,,228.1,129.3,146.4,237.9,150.9,164.7221179,139.372296,112.693,179.8394545,146.1192234,3756,732,1088,1121,830,1120,364,90,220,679,22.25,5089.62416,1908.2,,,,,,,,,,4319.6,4320,5089.624,5200
2005M12,191.7,,,,232.4,132.9,150,238.5,152.6,166.0344652,141.9790025,112.693,179.8394545,151.5989433,3756,732,1088,1121,830,1120,364,90,220,679,22.25,5272.767675,2036.76,,,,,,,,,,4470.25,4530,5272.7675,5325
2006M01,194.7,,188.2,204.4,238.3,134.4,158.4,238.8,151,166.6,140.6,135.1,181,147.7,3756,732,1088,1121,830,1120,364,90,220,679,22.25,5503.57965,2034.85,,,,,,,,,,4561.25,4590,5503.58,5407.5
2006M02,198.8,,191.7,209.4,244.6,137.2,158,243.6,152.4,172.6,140.6,135.8,188.9,148.7,3756,732,1088,1121,830,1120,364,90,220,679,22.25,5496.2436,2073.35,,,,,,,,,,4606.5,4655,5496.24167,5650
2006M03,202.2,,194.5,213.6,249.5,139.6,160.8,246,155.1,176,140.9,136,194.5,148.9,3756,732,1088,1121,830,1120,364,90,220,679,22.25,5635.747784,2167.33,,,,,,,,,,4689.8647,4739.4737,5635.74737,5558.94737
2006M04,205.7,,197.9,217.3,255.2,142.9,162.9,249.9,154.3,179.5,141.8,136.3,195.2,151.6,3756,732,1088,1121,830,1120,364,90,220,679,22.25,5858.026824,2218.15,,,,,,,,,,4777.8235,4950.8824,5858.02706,6001.76471
2006M05,222.9,,217.9,230.2,270.6,145.8,167.7,326.8,164.1,182.4,154,136.7,201.1,153.7,3756,732,1088,1121,830,1120,364,90,220,679,22.25,6207.325455,2272.63,,,,,,,,,,4870.2,5005.25,6207.3265,6246.25
2006M06,231.7,,227.5,238.1,284.5,149.1,174.4,341.6,170.2,185.4,155,137.2,204.5,155.4,3756,732,1088,1121,830,1120,364,90,220,679,22.25,6414.5876,2306.61,,,,,,,,,,5063.3571,5225.7143,6414.58714,6554.28571
2006M07,237.9,,233.1,245,295.3,152.4,181.4,342.7,175.2,186.9,156.9,137.6,218.2,156,3756,732,1088,1121,830,1120,364,90,220,679,22.25,6588.966795,2377.81,,,,,,,,,,5200.65,5401.5,6588.9665,6749
2006M08,244.8,,239.5,252.7,307.3,155.1,183,343.3,187.6,189.7,162.3,137.8,221.6,156.1,3756,732,1088,1121,830,1120,364,90,220,679,22.25,7183.238805,2559.18,,,,,,,,,,5605.7619,5654.7619,7183.23905,7254.7619
2006M09,248.3,,242.5,257,313.9,158.7,185,343.3,189.3,192.5,164,139.3,224.5,156.9,3756,732,1088,1121,830,1120,364,90,220,679,22.25,7115.312505,2639.64,,,,,,,,,,5590.3684,5716.5789,7115.31316,7418.42105
