,dts_gnf_off,usd_gnf_off,eur_gnf_off,usd_gnf_p,eur_gnf_p,usd_gnf_gap,eur_gnf_gap
2010.12.06,9319.50,6086.92,8007.35,7250.00,9500.00,0.16,0.16
2010.12.08,9373.04,6089.55,8086.93,7200.00,9500.00,0.15,0.15
2010.12.09,9406.43,6087.15,8134.25,7250.00,9400.00,0.16,0.13
2010.12.10,9355.77,6090.03,8038.84,7300.00,9600.00,0.17,0.16
2010.12.13,9338.81,6085.44,8041.31,7300.00,9600.00,0.17,0.16
2010.12.14,9362.87,6086.33,8060.74,7200.00,9350.00,0.15,0.14
2010.02.15,9363.43,6088.28,8077.33,7300.00,9400.00,0.17,0.14
2010.12.16,9429.47,6087.83,8178.99,7300.00,9450.00,0.17,0.13
2010.12.17,9374.00,6090.51,8136.92,7400.00,9550.00,0.18,0.15
2010.12.20,9337.51,6084.75,8055.00,7300.00,9600.00,0.17,0.16
2010.12.21,9346.20,6085.87,8069.87,7300.00,9600.00,0.17,0.16
2010.12.23,9295.62,6071.73,7987.36,7200.00,9200.00,0.16,0.13
2010.12.24,9290.69,6069.70,7958.59,7350.00,9300.00,0.17,0.14
2010.12.27,9283.75,6070.12,7952.65,7150.00,9400.00,0.15,0.15
2010.12.28,9315.18,6090.66,7956.84,7200.00,9450.00,0.15,0.16
2010.12.29,9321.88,6085.63,7994.08,7250.00,9400.00,0.16,0.15
2010.12.30,9315.39,6078.75,8020.91,7200.00,9300.00,0.16,0.14
2010.12.31,9327.81,6083.95,7991.88,7350.00,9350.00,0.17,0.15
2011.01.03,9362.49,6079.40,8073.44,7250.00,9250.00,0.16,0.13
2011.01.04,9357.84,6076.39,8069.44,7350.00,9450.00,0.17,0.15
2011.01.05,9388.16,6073.27,8106.59,7350.00,9600.00,0.17,0.16
2011.01.06,9387.71,6070.73,8147.53,7300.00,9600.00,0.17,0.15
2011.01.07,9341.24,6064.72,8013.31,7250.00,9200.00,0.16,0.13
2011.01.10,9294.88,6068.23,7943.92,7480.00,9680.00,0.19,0.18
2011.01.11,9264.38,6075.20,7874.07,7650.00,9850.00,0.21,0.20
2011.01.12,9266.82,6082.00,7858.69,7800.00,10000.00,0.22,0.21
2011.01.13,9299.34,6090.72,7886.27,8100.00,10100.00,0.25,0.22
2011.01.14,9293.19,6085.59,7894.84,7800.00,9900.00,0.22,0.20
2011.01.17,9366.03,6093.95,8043.40,7850.00,9850.00,0.22,0.18
2011.01.18,9393.87,6072.15,8105.72,7650.00,9750.00,0.21,0.17
2011.01.19,9403.42,6078.32,8113.96,7550.00,9650.00,0.19,0.16
2011.01.20,9437.69,6085.62,8137.08,7600.00,9750.00,0.20,0.17
2011.01.21,9461.91,6088.87,8223.63,7800.00,9900.00,0.22,0.17
2011.01.24,9474.02,6090.59,8205.25,8000.00,10150.00,0.24,0.19
2011.01.25,9474.26,6094.32,8240.14,8000.00,10150.00,0.24,0.19
2011.01.26,9489.26,6097.47,8274.88,7900.00,10350.00,0.23,0.20
2011.01.27,9510.13,6100.47,8294.20,7850.00,10350.00,0.22,0.20
2011.01.28,9542.91,6107.65,8355.88,8000.00,10600.00,0.24,0.21
2011.01.31,9548.51,6104.51,8373.53,8000.00,10500.00,0.24,0.20
2011.02.01,9556.21,6108.95,8375.37,7850.00,10500.00,0.22,0.20
2011.02.02,9546.01,6111.65,8368.07,7850.00,10500.00,0.22,0.20
2011.02.03,9588.62,6110.79,8405.40,7800.00,10600.00,0.22,0.21
2011.02.04,9614.17,6115.98,8441.89,7950.00,10850.00,0.23,0.22
2011.02.07,9596.95,6112.03,8400.99,7850.00,10700.00,0.22,0.21
2011.02.08,9558.54,6113.56,8333.39,7500.00,10400.00,0.18,0.20
2011.02.09,9533.24,6116.85,8290.17,7800.00,10300.00,0.22,0.20
2011.02.10,9566.12,6114.88,8337.63,7800.00,10500.00,0.22,0.21
2011.02.11,9555.54,6119.00,8350.60,7750.00,10600.00,0.21,0.21
2011.02.14,9552.72,6117.18,8321.82,7850.00,10700.00,0.22,0.22
2011.02.15,9511.04,6119.80,8276.42,8000.00,10900.00,0.24,0.24
2011.02.17,9497.48,6120.77,8226.31,8200.00,11200.00,0.25,0.27
2011.02.18,9518.73,6122.77,8271.86,8450.00,11000.00,0.28,0.25
2011.02.21,9528.86,6121.14,8300.27,8500.00,11300.00,0.28,0.27
2011.02.22,9533.39,6118.44,8337.59,8500.00,11300.00,0.28,0.26
2011.02.23,9535.10,6119.53,8339.08,8500.00,11300.00,0.28,0.26
2011.02.24,9685.41,6195.63,8467.56,8450.00,11400.00,0.27,0.26
2011.02.25,9867.62,6295.41,8644.23,8450.00,11500.00,0.26,0.25
2011.02.28,9863.38,6285.56,8657.10,8400.00,11500.00,0.25,0.25
2011.03.01,9841.34,6270.09,8628.90,8600.00,11400.00,0.27,0.24
2011.03.02,9832.01,6250.29,8646.64,8400.00,11600.00,0.26,0.25
2011.03.03,9807.60,6235.36,8620.38,8600.00,11600.00,0.28,0.26
2011.03.04,10226.13,6498.73,8974.10,8200.00,11550.00,0.21,0.22
2011.03.07,10271.66,6520.33,9030.65,8200.00,11550.00,0.20,0.22
2011.03.08,10290.45,6520.33,9100.42,8500.00,11500.00,0.23,0.21
2011.03.09,10367.46,6552.93,9192.45,8400.00,11600.00,0.22,0.21
2011.03.10,10272.07,6520.16,9061.72,,,,
2011.03.11,10324.86,6552.76,9126.69,,,,
2011.03.14,10308.70,6563.31,9068.53,,,,
2011.03.15,10293.34,6566.95,9044.66,,,,
2011.03.16,10358.16,6567.98,9161.02,,,,
2011.03.17,10285.68,6535.14,9073.39,,,,
2011.03.18,10366.95,6567.82,9162.76,,,,
2011.03.21,10469.66,6600.66,9243.56,,,,
2011.03.22,10418.30,6557.59,9307.84,,,,
2011.03.23,10416.94,6536.24,9288.64,,,,
2011.03.24,10433.54,6568.92,9285.82,,,,
2011.03.25,10428.52,6570.97,9283.47,,,,
2011.03.28,10379.81,6569.79,9218.73,,,,
2011.03.29,10370.67,6564.00,9210.60,,,,
2011.03.30,10367.45,6558.60,9225.32,,,,
2011.03.31,10371.00,6565.48,9250.75,7800.00,9500.00,0.16,0.03
2011.04.01,10371.46,6565.48,9250.75,7600.00,9450.00,0.14,0.02
2011.04.04,10427.35,6576.68,9343.48,7600.00,9450.00,0.13,0.01
2011.04.05,10389.00,6570.77,9291.72,7600.00,9450.00,0.14,0.02
2011.04.06,10406.95,6568.01,9352.85,7650.00,9500.00,0.14,0.02
2011.04.07,10389.88,6563.80,9298.28,7650.00,9500.00,0.14,0.02
2011.04.08,10428.93,6566.32,9389.84,7500.00,9850.00,0.12,0.05
2011.04.11,10415.86,6561.49,9371.78,7600.00,9850.00,0.14,0.05
2011.04.13,10477.09,6564.17,9474.72,7500.00,9650.00,0.12,0.02
2011.04.14,10448.11,6547.01,9427.69,7450.00,9450.00,0.12,0.00
2011.04.15,10498.90,6569.04,9520.51,7450.00,9450.00,0.12,-0.01
2011.04.18,10471.35,6564.99,9454.99,7450.00,9450.00,0.12,0.00
2011.04.19,10543.18,6597.82,9533.85,7450.00,9450.00,0.11,-0.01
2011.04.20,10506.12,6601.46,9423.58,7100.00,9100.00,0.07,-0.04
2011.04.21,10540.44,6623.38,9472.75,7000.00,9100.00,0.05,-0.04
2011.04.22,10641.97,6641.07,9639.51,6900.00,9000.00,0.04,-0.07
2011.04.26,10634.74,6607.87,9636.91,6950.00,9000.00,0.05,-0.07
2011.04.27,10631.18,6618.83,9633.68,7300.00,10500.00,0.09,0.08
2011.04.28,10667.57,6627.67,9687.66,7200.00,10500.00,0.08,0.08
2011.04.29,10670.38,6619.79,9709.91,7300.00,10800.00,0.09,0.10
2011.05.03,10760.86,6643.87,9828.95,7400.00,10500.00,0.10,0.06
2011.05.04,10760.19,6628.96,9835.36,7250.00,10800.00,0.09,0.09
2011.05.05,10730.60,6634.78,9806.21,7250.00,10800.00,0.08,0.09
2011.05.06,10724.44,6616.61,9846.85,7250.00,10600.00,0.09,0.07
2011.05.09,10703.18,6597.46,9773.48,7300.00,10800.00,0.10,0.10
2011.05.10,10628.02,6609.40,9584.29,7300.00,10800.00,0.09,0.11
2011.05.11,10602.20,6625.94,9539.36,7500.00,10800.00,0.12,0.12
2011.05.12,10533.34,6592.81,9465.96,7260.00,10600.00,0.09,0.11
2011.05.13,10531.20,6580.68,9447.89,7300.00,10650.00,0.10,0.11
2011.05.16,10507.36,6613.59,9360.21,7300.00,10750.00,0.09,0.13
2011.05.17,10585.69,6637.86,9478.87,7040.00,10550.00,0.06,0.10
2011.05.18,10476.36,6604.67,9341.00,7250.00,10750.00,0.09,0.13
2011.05.19,10528.74,6637.70,9387.70,7250.00,10750.00,0.08,0.13
2011.05.20,10509.94,6604.51,9396.23,7200.00,10750.00,0.08,0.13
2011.05.23,10506.32,6603.07,9419.28,7400.00,10600.00,0.11,0.11
2011.05.24,10535.29,6621.06,9426.41,7400.00,10500.00,0.11,0.10
2011.05.26,10448.38,6616.34,9276.11,7300.00,10500.00,0.09,0.12
2011.05.27,10465.50,6613.27,9304.21,7330.00,10750.00,0.10,0.13
2011.05.30,10451.81,6580.20,9322.83,7350.00,10450.00,0.10,0.11
2011.05.31,10272.49,6448.60,9198.92,7370.00,10500.00,0.13,0.12
2011.06.01,10553.74,6625.15,9450.78,7250.00,10350.00,0.09,0.09
2011.06.02,10344.13,6461.98,9295.55,7250.00,10350.00,0.11,0.10
2011.06.03,10389.43,6494.29,9356.97,7300.00,10350.00,0.11,0.10
2011.06.06,10467.35,6526.76,9437.70,7350.00,10400.00,0.11,0.09
2011.06.07,10522.25,6559.39,9503.24,7400.00,10700.00,0.11,0.11
2011.06.08,10587.69,6572.09,9592.62,7350.00,10500.00,0.11,0.09
2011.06.09,10644.58,6596.87,9665.73,7250.00,10350.00,0.09,0.07
2011.06.10,10686.59,6629.85,9684.89,7350.00,10500.00,0.10,0.08
2011.06.13,10703.69,6645.94,9712.38,7350.00,10450.00,0.10,0.07
2011.06.14,10684.16,6663.00,9652.02,7350.00,10500.00,0.09,0.08
2011.06.15,10622.70,6643.24,9535.70,7330.00,10600.00,0.09,0.10
2011.06.16,10706.01,6676.45,9646.14,7350.00,10630.00,0.09,0.09
2011.06.17,10702.58,6709.83,9589.70,7330.00,10650.00,0.08,0.10
2011.06.20,10588.08,6676.29,9405.55,7350.00,10550.00,0.09,0.11
2011.06.21,10754.04,6743.38,9622.81,7430.00,10650.00,0.09,0.10
2011.06.22,10774.84,6767.45,9633.46,7350.00,10700.00,0.08,0.10
2011.06.23,10762.16,6733.61,9678.22,7450.00,10650.00,0.10,0.09
2011.06.24,10796.99,6757.90,9729.35,7550.00,10650.00,0.10,0.09
2011.06.27,10711.36,6740.39,9579.45,7550.00,10650.00,0.11,0.10
2011.06.28,10660.08,6706.69,9389.37,7450.00,10500.00,0.10,0.11
2011.06.29,10701.68,6736.57,9569.29,7450.00,10500.00,0.10,0.09
2011.06.30,10766.75,6770.25,9655.05,7500.00,10600.00,0.10,0.09
2011.07.01,10836.37,6784.22,9786.24,7450.00,10500.00,0.09,0.07
2011.07.04,10866.80,6789.85,9813.37,7550.00,10500.00,0.10,0.07
2011.07.05,10812.28,6755.90,9787.94,7500.00,10850.00,0.10,0.10
2011.07.06,10810.49,6754.78,9786.32,7550.00,10800.00,0.11,0.09
2011.07.07,10756.64,6721.01,9719.25,7500.00,10500.00,0.10,0.07
2011.07.08,10664.16,6692.58,9582.44,7600.00,10800.00,0.12,0.11
2011.07.11,10703.29,6726.04,9582.59,7600.00,10800.00,0.12,0.11
2011.07.12,10745.37,6759.67,9627.13,7450.00,10750.00,0.09,0.10
2011.07.13,10652.41,6725.88,9453.89,7300.00,10800.00,0.08,0.12
2011.07.14,10655.93,6759.50,9446.41,7300.00,10500.00,0.07,0.10
2011.07.15,10728.35,6769.85,9527.20,7300.00,10500.00,0.07,0.09
2011.07.18,10780.66,6771.00,9616.18,7350.00,10400.00,0.08,0.08
2011.07.19,10821.88,6804.85,9626.15,7550.00,10550.00,0.10,0.09
2011.07.21,10814.13,6793.64,9619.80,7450.00,10450.00,0.09,0.08
2011.07.22,10856.64,6809.78,9674.65,7400.00,10400.00,0.08,0.07
2011.07.25,10882.00,6833.57,9718.70,7500.00,10500.00,0.09,0.07
2011.07.26,10909.96,6799.40,9785.02,7500.00,10500.00,0.09,0.07
2011.07.27,10906.76,6802.93,9782.61,7580.00,10500.00,0.10,0.07
2011.07.28,10894.49,6768.91,9795.29,7420.00,10400.00,0.09,0.06
2011.07.29,10903.87,6775.68,9788.14,7420.00,10400.00,0.09,0.06
2011.08.01,10889.64,6799.73,9696.42,7420.00,10400.00,0.08,0.07
2011.08.02,10927.13,6833.73,9744.90,7380.00,10500.00,0.07,0.07
2011.08.03,10861.26,6799.56,9634.98,7380.00,10500.00,0.08,0.08
2011.08.04,10864.01,6801.28,9637.42,7380.00,10450.00,0.08,0.08
2011.08.05,10860.79,6767.61,9677.68,7420.00,10450.00,0.09,0.07
2011.08.08,10854.04,6801.45,9677.78,7450.00,10550.00,0.09,0.08
2011.08.09,10896.77,6835.45,9675.59,7400.00,10500.00,0.08,0.08
2011.08.10,10892.94,6801.28,9674.81,7450.00,10500.00,0.09,0.08
2011.08.11,10859.57,6778.20,9670.45,7350.00,10550.00,0.08,0.08
2011.08.12,10946.24,6812.09,9786.92,7400.00,10450.00,0.08,0.06
2011.08.16,10857.33,6791.98,9605.90,7500.00,10500.00,0.09,0.09
2011.08.17,10943.92,6825.94,9767.24,7400.00,10500.00,0.08,0.07
2011.08.18,10973.52,6828.96,9806.39,7400.00,10500.00,0.08,0.07
2011.08.19,10990.32,6817.32,9869.43,7500.00,10550.00,0.09,0.06
2011.08.22,11017.68,6847.46,9839.11,7380.00,10550.00,0.07,0.07
2011.08.23,10988.05,6836.91,9834.88,7350.00,10400.00,0.07,0.05
2011.08.24,11052.45,6861.60,9889.61,7400.00,10550.00,0.07,0.06
2011.08.25,11059.63,6854.79,9913.40,7430.00,10550.00,0.08,0.06
2011.08.26,11077.31,6868.93,9913.92,7360.00,10450.00,0.07,0.05
2011.08.29,11078.92,6884.14,9929.69,7350.00,10500.00,0.06,0.05
2011.08.31,11093.84,6894.61,9929.62,7350.00,10520.00,0.06,0.06
2011.09.01,11174.05,6927.65,10036.10,7350.00,10500.00,0.06,0.04
2011.09.02,11093.34,6893.02,9960.40,7370.00,10500.00,0.06,0.05
2011.09.05,10981.02,6858.55,9797.44,7390.00,10400.00,0.07,0.06
2011.09.06,11026.01,6888.91,9820.14,7390.00,10500.00,0.07,0.06
2011.09.07,11026.01,6867.81,9682.92,7370.00,10500.00,0.07,0.08
2011.09.08,10843.63,6826.28,9581.36,7350.00,10500.00,0.07,0.09
2011.09.09,10819.42,6812.00,9566.76,7350.00,10480.00,0.07,0.09
2011.09.12,10751.46,6819.07,9421.91,7370.00,10550.00,0.07,0.11
2011.09.13,10776.74,6870.04,9381.74,7370.00,10550.00,0.07,0.11
2011.09.14,10629.03,6771.28,9239.42,7370.00,10550.00,0.08,0.12
2011.09.15,10821.73,6879.87,9445.38,7375.00,10600.00,0.07,0.11
2011.09.16,10700.60,6780.84,9354.00,7410.00,10750.00,0.08,0.13
2011.09.19,10757.02,6819.22,9383.24,7430.00,10550.00,0.08,0.11
2011.09.20,10438.29,6647.41,9067.74,7425.00,10500.00,0.10,0.14
2011.09.21,10742.36,6835.57,9371.56,7450.00,10500.00,0.08,0.11
2011.09.22,10692.73,6809.20,9285.03,7500.00,10500.00,0.09,0.12
2011.09.23,10593.55,6800.37,9145.13,7495.00,10360.00,0.09,0.12
2011.09.26,10702.77,6864.31,9218.76,7450.00,10450.00,0.08,0.12
2011.09.27,10618.22,6801.36,9181.84,7500.00,10400.00,0.09,0.12
2011.09.29,10495.25,6681.61,9107.70,7550.00,10350.00,0.12,0.12
2011.09.30,10711.49,6834.60,9305.32,7500.00,10350.00,0.09,0.10
2011.10.04,10600.65,6817.28,9085.38,7500.00,10250.00,0.09,0.11
2011.10.05,10714.39,6929.93,9135.34,7520.00,10000.00,0.08,0.09
2011.10.06,10747.33,6914.09,9221.33,7520.00,10000.00,0.08,0.08
2011.10.07,10613.57,6828.12,9060.24,7520.00,10000.00,0.09,0.09
2011.10.10,10802.03,6931.00,9311.11,7520.00,9850.00,0.08,0.05
2011.10.11,10754.29,6900.37,9269.96,7520.00,9850.00,0.08,0.06
2011.10.12,10856.93,6929.56,9429.05,7520.00,9850.00,0.08,0.04
2011.10.13,10871.76,6901.56,9500.68,7500.00,9850.00,0.08,0.04
2011.10.14,10779.30,6853.45,9407.73,7500.00,9850.00,0.09,0.04
2011.10.17,10856.45,6890.58,9513.82,7450.00,9850.00,0.08,0.03
2011.10.18,10996.29,6981.73,9618.04,7450.00,10000.00,0.06,0.04
2011.10.19,10956.77,6969.90,9532.03,7450.00,10500.00,0.06,0.09
2011.10.20,10962.53,6944.42,9602.75,7520.00,10700.00,0.08,0.10
2011.10.21,10853.72,6883.08,9503.48,7520.00,10500.00,0.08,0.09
2011.10.24,10968.37,6963.96,9608.87,7500.00,10700.00,0.07,0.10
2011.10.25,11055.65,6993.95,9690.82,7500.00,10250.00,0.07,0.05
2011.10.26,11127.70,7014.90,9763.35,7500.00,10250.00,0.06,0.05
2011.10.27,10885.83,6865.53,9561.62,7500.00,10280.00,0.08,0.07
2011.10.28,11132.00,6997.21,9822.68,7480.00,10400.00,0.06,0.06
2011.10.31,11135.25,6972.72,9873.37,7400.00,10350.00,0.06,0.05
2011.11.01,11092.12,6994.20,9792.58,7280.00,10300.00,0.04,0.05
2011.11.02,10834.09,6900.41,9403.18,7300.00,10100.00,0.05,0.07
2011.11.03,11005.17,6985.81,9646.71,7300.00,10050.00,0.04,0.04
2011.11.04,10930.33,6932.02,9547.48,7300.00,10100.00,0.05,0.05
2011.11.08,10929.09,6940.03,9536.99,7225.00,9925.00,0.04,0.04
2011.11.09,10936.48,6942.02,9571.65,7241.67,9952.50,0.04,0.04
2011.11.10,10926.99,6960.79,9489.64,7250.00,9950.00,0.04,0.05
2011.11.11,10888.21,6945.91,9457.54,7200.00,9950.00,0.04,0.05
2011.11.14,10999.96,7007.49,9565.22,7300.00,10003.33,0.04,0.04
2011.11.15,11017.10,7007.91,9572.11,7270.00,9936.66,0.04,0.04
2011.11.16,11001.70,7025.48,9506.88,7286.66,9988.33,0.04,0.05
2011.11.17,11001.47,7043.09,9496.90,7286.66,9916.67,0.03,0.04
2011.11.18,10951.65,7012.59,9452.97,7280.00,9790.00,0.04,0.03
2011.11.21,11009.08,7015.65,9524.44,7303.33,9866.66,0.04,0.03
2011.11.22,10954.02,7021.62,9449.70,7290.00,9850.00,0.04,0.04
2011.11.23,11037.57,7055.52,9549.65,7283.33,9786.67,0.03,0.02
2011.11.24,11057.41,7105.35,9511.93,7270.00,9834.33,0.02,0.03
2011.11.25,10885.10,6994.62,9363.70,7293.33,9750.00,0.04,0.04
2011.11.28,10918.74,7016.24,9392.64,7320.00,9700.00,0.04,0.03
2011.11.29,11078.45,7128.90,9515.65,7326.67,9733.33,0.03,0.02
2011.11.30,10951.13,7044.73,9394.86,7300.00,9616.67,0.04,0.02
2011.12.01,11003.04,7091.61,9515.52,7300.00,9616.67,0.03,0.01
2011.12.02,10931.34,7005.49,9451.81,7330.00,9696.67,0.04,0.03
2011.12.05,10906.58,6989.89,9444.03,7306.67,9733.33,0.04,0.03
2011.12.06,11061.33,7104.02,9549.22,7306.67,9733.33,0.03,0.02
2011.12.07,11014.20,7078.80,9481.35,7306.67,9733.33,0.03,0.03
2011.12.08,11081.42,7128.42,9535.69,7300.00,9718.33,0.02,0.02
2011.12.09,10791.11,6930.65,9294.00,7300.00,9740.00,0.05,0.05
2011.12.12,10914.79,7008.90,9380.71,7290.00,9706.67,0.04,0.03
2011.12.13,10992.12,7094.81,9401.33,7280.00,9606.67,0.03,0.02
2011.12.14,11067.11,7151.04,9425.78,7280.00,9566.67,0.02,0.01
2011.12.15,10844.27,7057.40,9169.68,7280.00,9583.33,0.03,0.04
2011.12.16,10807.04,7032.69,9155.86,7253.33,9266.67,0.03,0.01
2011.12.19,11013.80,7157.23,9350.21,7243.33,9316.67,0.01,0.00
2011.12.20,10917.75,7098.48,9255.71,7260.00,9353.33,0.02,0.01
2011.12.21,10973.40,7117.71,9305.69,7256.67,9320.00,0.02,0.00
2011.12.22,10974.63,7111.89,9283.86,7283.33,9350.00,0.02,0.01
2011.12.23,10925.71,7089.84,9250.12,7276.67,9333.33,0.03,0.01
2011.12.27,10948.31,7101.24,9272.09,7248.33,9363.33,0.02,0.01
2011.12.28,11048.48,7163.10,9361.46,7225.83,9383.33,0.01,0.00
2011.12.29,10810.99,7008.41,9162.79,7220.00,9333.33,0.03,0.02
2011.12.30,10849.79,7089.53,9137.68,7211.67,9313.33,0.02,0.02
2012.01.03,10994.07,7161.02,9265.65,7133.33,9183.33,0.00,-0.01
2012.01.04,11132.79,7215.37,9390.08,7121.67,9175.00,-0.01,-0.02
2012.01.05,10944.88,7108.56,9204.16,7116.67,9150.00,0.00,-0.01
2012.01.06,10723.45,6996.04,8977.32,7094.17,9175.00,0.01,0.02
2012.01.09,10568.49,6906.91,8824.27,7168.33,9140.00,0.04,0.03
