,dts_gnf_off,usd_gnf_off,eur_gnf_off,usd_gnf_p,eur_gnf_p,usd_gnf_gap,eur_gnf_gap
2012.07.18,10500.72,6972.65,8563.11,7006.67,8683.33,0.00,0.01
2012.07.19,10438.12,6940.49,8491.00,7006.67,8683.33,0.01,0.02
2012.07.20,10458.90,6933.76,8519.51,7010.00,8706.67,0.01,0.02
2012.07.23,10431.52,6927.89,8452.02,7093.33,8683.33,0.02,0.03
2012.07.24,10428.35,6949.61,8412.50,7036.67,8666.67,0.01,0.03
2012.07.25,10333.49,6895.72,8336.24,7015.00,8640.00,0.02,0.04
2012.07.26,10456.25,6968.60,8455.70,7013.33,8640.00,0.01,0.02
2012.07.27,10391.88,6906.59,8467.48,7026.67,8656.67,0.02,0.02
2012.07.30,10433.64,6907.82,8508.36,7066.67,8633.33,0.02,0.01
2012.07.31,10464.15,6940.04,8498.77,7036.67,8650.00,0.01,0.02
2012.08.01,10503.94,6963.95,8554.52,7053.33,8723.33,0.01,0.02
2012.08.02,10540.60,6985.43,8590.68,7043.33,8710.00,0.01,0.01
2012.08.03,10507.24,6975.25,8611.65,7015.00,8657.33,0.01,0.01
2012.08.06,10385.21,6889.64,8436.36,7001.67,8600.00,0.02,0.02
2012.08.07,10510.14,6961.54,8617.68,7053.33,8633.33,0.01,0.00
2012.08.08,10440.52,6898.69,8579.21,7030.00,8650.00,0.02,0.01
2012.08.09,10583.18,7004.93,8641.28,7050.00,8616.67,0.01,0.00
2012.08.10,10513.33,6967.29,8570.46,7056.67,8660.00,0.01,0.01
2012.08.13,10431.62,6923.75,8489.90,7036.67,8660.00,0.02,0.02
2012.08.14,10497.69,6948.36,8573.58,7033.33,8616.67,0.01,0.01
2012.08.16,10519.97,6980.60,8569.39,7046.67,8633.33,0.01,0.01
2012.08.17,10505.38,6974.48,8563.97,7040.00,8616.67,0.01,0.01
2012.08.21,10437.00,6923.51,8515.92,7040.00,8636.67,0.02,0.01
2012.08.22,10613.35,7016.66,8720.30,7043.33,8633.33,0.00,-0.01
2012.08.23,10555.97,6969.15,8675.20,7053.33,8683.33,0.01,0.00
2012.08.24,10554.91,6938.85,8709.65,7056.67,8666.67,0.02,-0.01
2012.08.27,10568.18,6954.11,8697.50,7056.67,8666.67,0.01,0.00
2012.08.28,10579.75,6967.20,8729.90,7070.00,8673.33,0.01,-0.01
2012.08.29,10618.54,6987.73,8768.21,7043.33,8723.33,0.01,-0.01
2012.08.30,10593.72,6966.03,8738.89,7058.33,8760.00,0.01,0.00
2012.08.31,10614.35,6981.66,8757.80,7053.33,8783.33,0.01,0.00
2012.09.03,10586.59,6955.65,8771.77,7050.00,8783.33,0.01,0.00
2012.09.04,10623.10,6979.63,8802.01,7063.33,8850.00,0.01,0.01
2012.09.05,10691.10,7020.39,8830.95,7066.67,8860.00,0.01,0.00
2012.09.06,10670.44,7019.72,8820.60,7096.67,8880.00,0.01,0.01
2012.09.07,10662.63,6994.44,8839.58,7110.00,8946.67,0.02,0.01
2012.09.10,10585.18,6933.39,8809.56,7100.00,9000.00,0.02,0.02
2012.09.11,10709.94,6986.98,8926.57,7090.00,8970.00,0.01,0.00
2012.09.12,10737.72,6998.21,8948.72,7086.67,9000.00,0.01,0.01
2012.09.13,10734.43,6966.40,8983.87,7083.33,9000.00,0.02,0.00
2012.09.14,10653.94,6916.79,8929.58,7080.00,9040.00,0.02,0.01
2012.09.17,10760.16,6944.95,9094.41,7123.33,9243.33,0.03,0.02
2012.09.18,10805.44,6973.59,9125.65,7116.67,9210.00,0.02,0.01
2012.09.19,10784.39,6971.46,9100.55,7103.33,9190.00,0.02,0.01
2012.09.20,10724.62,6949.02,9035.12,7116.67,9180.83,0.02,0.02
2012.09.21,10686.06,6928.73,8975.47,7061.67,9025.00,0.02,0.01
2012.09.24,10764.89,6965.29,9046.52,7098.33,9016.67,0.02,0.00
2012.09.25,10734.59,6967.16,8998.78,7083.33,9083.33,0.02,0.01
2012.09.26,10801.55,7007.07,9061.55,7088.33,9080.00,0.01,0.00
2012.09.27,10765.56,6993.33,8982.93,7080.00,9095.00,0.01,0.01
2012.09.28,10684.97,6939.22,8933.55,7071.67,9055.00,0.02,0.01
2012.10.01,10830.91,7023.08,9080.84,7070.00,9035.00,0.01,-0.01
2012.10.03,10826.86,7028.28,9087.57,7043.33,8973.33,0.00,-0.01
2012.10.04,10728.46,6969.07,8992.88,7033.33,8991.67,0.01,0.00
2012.10.05,10720.25,6958.51,9011.96,7035.00,8970.00,0.01,0.00
2012.10.08,10704.40,6931.79,9012.72,7018.33,8995.00,0.01,0.00
2012.10.09,10791.05,6987.91,9085.67,7000.00,9000.00,0.00,-0.01
2012.10.10,10708.73,6957.47,9012.02,7010.00,9028.33,0.01,0.00
2012.10.11,10691.74,6959.68,8970.34,7014.17,9027.50,0.01,0.01
2012.10.12,10700.12,6954.02,8983.20,7020.00,9021.67,0.01,0.00
2012.10.15,10730.91,6962.99,9031.00,7015.33,9015.00,0.01,0.00
2012.10.16,10672.55,6929.27,8987.95,7029.17,9053.33,0.01,0.01
2012.10.17,10774.79,6984.94,9112.55,7060.00,9083.33,0.01,0.00
2012.10.18,10869.89,7022.19,9213.11,7060.00,9083.33,0.01,-0.01
2012.10.19,10698.70,6918.17,9075.25,7030.00,9125.00,0.02,0.01
2012.10.22,10767.93,6978.56,9096.55,7033.33,9116.67,0.01,0.00
2012.10.23,10775.53,6985.61,9125.29,7010.00,9050.00,0.00,-0.01
2012.10.24,10758.12,6990.18,9090.72,7011.67,9066.67,0.00,0.00
2012.10.25,10763.59,7005.05,9065.94,7010.00,9040.00,0.00,0.00
2012.10.29,10767.41,7010.88,9049.64,6997.50,9015.83,0.00,0.00
2012.10.30,10706.51,6972.13,8992.66,6996.67,9030.00,0.00,0.00
2012.10.31,10776.55,7005.78,9080.90,7010.00,9123.33,0.00,0.00
2012.11.01,10803.97,7012.96,9111.95,7126.67,9126.67,0.02,0.00
2012.11.02,10602.86,6889.92,8939.68,7113.33,9121.67,0.03,0.02
2012.11.05,10602.86,6889.92,8939.68,7113.33,9121.67,0.03,0.02
2012.11.06,10682.27,6985.85,8925.83,7110.00,9116.67,0.02,0.02
2012.11.07,10682.16,6982.31,8937.36,7100.00,9106.67,0.02,0.02
2012.11.08,10702.42,6992.06,8912.09,7100.00,9150.00,0.02,0.03
2012.11.09,10619.16,6951.49,8853.41,7083.33,9113.33,0.02,0.03
2012.11.12,10604.18,6941.93,8812.08,7083.33,9113.33,0.02,0.03
2012.11.13,10599.01,6944.64,8844.01,7071.67,9088.33,0.02,0.03
2012.11.14,10655.48,6980.22,8862.08,7096.67,9096.67,0.02,0.03
2012.11.15,10641.82,6972.64,8873.38,7075.00,9110.00,0.01,0.03
2012.11.16,10590.10,6944.65,8858.60,7083.33,9133.33,0.02,0.03
2012.11.19,10652.74,6990.88,8909.87,7106.67,9093.33,0.02,0.02
2012.11.20,10675.58,6996.07,8928.38,7093.33,9100.00,0.01,0.02
2012.11.21,10686.70,6997.02,8962.49,7100.00,9113.33,0.01,0.02
2012.11.22,10701.38,7015.31,8983.10,7100.00,9113.33,0.01,0.01
2012.11.23,10515.68,6893.31,8826.88,7100.00,9100.00,0.03,0.03
2012.11.26,10636.27,6972.36,8928.11,7100.00,9100.00,0.02,0.02
2012.11.27,10791.40,7036.41,9122.00,7100.00,9100.00,0.01,0.00
2012.11.28,10756.68,7015.63,9092.96,7085.00,9073.33,0.01,0.00
2012.11.29,10762.14,7031.77,9064.65,7100.00,9100.00,0.01,0.00
2012.11.30,10696.27,6970.53,9057.50,7100.00,9123.33,0.02,0.01
2012.12.03,10655.22,6942.37,9015.36,7106.67,9106.67,0.02,0.01
2012.12.04,10633.94,6920.72,9036.38,7103.33,9130.00,0.03,0.01
2012.12.05,10744.85,6977.62,9135.10,7081.67,9130.00,0.01,0.00
2012.12.06,10733.32,6972.37,9109.39,7085.00,9115.00,0.02,0.00
2012.12.07,10721.50,6969.93,9111.09,7085.00,9108.33,0.02,0.00
2012.12.10,10696.89,6983.60,9012.34,7123.33,9130.00,0.02,0.01
2012.12.11,10672.59,6968.83,9010.70,7106.67,9150.00,0.02,0.02
2012.12.12,10751.47,7004.56,9101.02,7090.00,9133.33,0.01,0.00
2012.12.13,10764.12,7006.76,9136.82,7091.67,9145.00,0.01,0.00
2012.12.14,10657.23,6935.39,9069.40,7091.67,9145.00,0.02,0.01
2012.12.17,10630.20,6916.38,9047.32,7091.67,9138.33,0.02,0.01
2012.12.18,10747.40,6975.71,9180.03,7096.67,9201.67,0.02,0.00
2012.12.19,10821.61,7019.59,9250.41,7096.67,9201.67,0.01,-0.01
2012.12.20,10818.41,6999.77,9311.10,7080.00,9185.00,0.01,-0.01
2012.12.21,10752.21,6958.27,9216.92,7097.50,9301.67,0.02,0.01
2012.12.24,10802.72,7003.65,9251.12,7100.00,9316.67,0.01,0.01
2012.12.26,10778.03,6987.64,9229.98,7100.00,9316.67,0.02,0.01
2012.12.27,10815.59,7024.00,9262.14,7061.67,9266.67,0.01,0.00
2012.12.28,10715.31,6951.33,9221.60,7101.67,9283.33,0.02,0.01
2012.12.31,10715.31,6969.76,9188.24,7120.00,9316.67,0.02,0.01
2013.01.02,10756.31,6998.62,9226.28,7116.23,9301.30,0.02,0.01
2013.01.03,10783.45,7001.29,9285.12,7116.67,9333.33,0.02,0.01
2013.01.04,10639.97,6937.98,9090.14,7110.00,9316.67,0.02,0.02
2013.01.07,10659.50,6990.32,9095.80,7100.83,9196.67,0.02,0.01
2013.01.08,10717.62,7017.50,9150.11,7083.33,9258.33,0.01,0.01
2013.01.09,10680.98,6971.54,9122.95,7085.00,9241.67,0.02,0.01
2013.01.10,10641.19,6962.68,9090.47,7076.67,9240.83,0.02,0.02
2013.01.11,10615.49,6938.86,9098.92,7079.17,9240.00,0.02,0.02
2013.01.14,10648.19,6933.65,9203.73,7062.50,9250.00,0.02,0.01
2013.01.15,10803.96,7019.43,9364.62,7056.67,9258.33,0.01,-0.01
2013.01.16,10809.95,7021.17,9357.11,7061.67,9255.00,0.01,-0.01
2013.01.17,10827.31,7038.91,9345.56,7041.67,9245.00,0.00,-0.01
2013.01.18,10693.71,6950.24,9291.08,7035.00,9247.00,0.01,0.00
2013.01.21,10769.17,7008.75,9338.46,7023.33,9255.00,0.00,-0.01
2013.01.22,10737.49,6988.13,9310.98,7025.83,9246.67,0.01,-0.01
2013.01.23,10778.96,7012.80,9338.95,7033.33,9300.00,0.00,0.00
2013.01.25,10700.53,6974.13,9309.76,7035.00,9283.33,0.01,0.00
2013.01.28,10722.82,6980.32,9401.79,7035.00,9286.67,0.01,-0.01
2013.01.29,10715.83,6976.11,9378.69,7021.67,9306.67,0.01,-0.01
2013.01.30,10804.68,7031.90,9445.96,7022.50,9313.33,0.00,-0.01
2013.01.31,10811.68,7017.63,9502.57,7023.33,9351.33,0.00,-0.02
2013.02.01,10719.23,6954.50,9423.36,7011.67,9376.67,0.01,-0.01
2013.02.04,10726.32,6946.71,9478.09,6981.67,9405.00,0.01,-0.01
2013.02.05,10782.85,7009.26,9498.95,6991.67,9418.33,0.00,-0.01
2013.02.06,10714.04,6965.67,9429.43,6985.00,9390.83,0.00,0.00
2013.02.07,10724.18,6985.03,9441.67,6976.67,9393.33,0.00,-0.01
2013.02.08,10724.18,6894.04,9338.67,6974.17,9393.33,0.01,0.01
2013.02.11,10705.87,6983.52,9339.77,6978.33,9378.33,0.00,0.00
2013.02.12,10642.93,6956.99,9316.10,6970.00,9391.67,0.00,0.01
2013.02.13,10651.57,6959.68,9352.42,6931.67,9328.33,0.00,0.00
2013.02.14,10709.87,6987.91,9419.71,6931.67,9328.33,-0.01,-0.01
2013.02.15,10529.60,6901.90,9198.16,6953.33,9370.00,0.01,0.02
2013.02.18,10675.77,6993.80,9319.24,6966.67,9416.67,0.00,0.01
2013.02.19,10598.55,6943.21,9251.83,6966.67,9416.67,0.00,0.02
2013.02.20,10639.82,6975.98,9312.24,6983.33,9403.33,0.00,0.01
2013.02.21,10629.95,6970.43,9319.47,6983.33,9403.33,0.00,0.01
2013.02.22,10446.20,6885.39,9079.07,6985.00,9360.00,0.01,0.03
2013.02.25,10537.07,6950.02,9164.30,6995.33,9386.67,0.01,0.02
2013.02.26,10583.71,6971.28,9274.59,6990.83,9380.00,0.00,0.01
2013.02.27,10542.16,6968.71,9112.99,6990.00,9373.33,0.00,0.03
2013.02.28,10599.89,6999.89,9167.76,6993.33,9385.00,0.00,0.02
2013.03.01,10414.53,6874.99,9026.17,6993.33,9385.00,0.02,0.04
2013.03.04,10479.01,6951.20,9036.56,6993.33,9385.00,0.01,0.04
2013.03.05,10450.57,6938.02,9024.28,6932.50,9308.33,0.00,0.03
2013.03.06,10534.16,6978.34,9095.57,6932.50,9308.33,-0.01,0.02
2013.03.07,10459.35,6932.45,9036.44,6932.50,6923.33,0.00,-0.31
2013.03.08,10358.28,6880.12,8951.03,6930.00,9258.33,0.01,0.03
2013.03.11,10480.17,6950.24,9097.87,6971.67,9286.67,0.00,0.02
2013.03.12,10407.18,6933.76,9009.74,6978.33,9241.67,0.01,0.03
2013.03.13,10403.46,6928.08,9043.21,6978.33,9241.67,0.01,0.02
2013.03.14,10440.69,6947.88,9019.04,6983.33,9193.33,0.01,0.02
2013.03.15,10311.07,6883.77,8905.53,6985.83,9176.67,0.01,0.03
2013.03.18,10472.05,6950.14,9094.95,6989.17,9226.67,0.01,0.01
2013.03.19,10465.20,6964.83,9004.84,6980.00,9165.00,0.00,0.02
2013.03.20,10440.66,6950.78,8997.09,6986.67,9160.00,0.01,0.02
2013.03.21,10430.98,6950.40,8997.29,6980.00,9160.00,0.00,0.02
2013.03.22,10351.10,6891.62,8897.08,6967.50,9150.00,0.01,0.03
2013.03.25,10432.49,6935.84,8980.52,6973.33,9151.67,0.01,0.02
2013.03.26,10438.99,6931.17,8965.47,6971.67,9143.33,0.01,0.02
2013.03.27,10430.75,6953.21,8942.52,6955.00,9125.00,0.00,0.02
2013.03.28,10397.05,6949.11,8872.62,6950.00,9133.33,0.00,0.03
2013.03.29,10252.65,6844.15,8763.92,6950.00,9133.33,0.02,0.04
2013.04.02,10429.67,6941.01,8915.24,6912.50,9038.33,0.00,0.01
2013.04.03,10312.11,6869.02,8819.83,6883.33,8993.33,0.00,0.02
2013.04.04,10362.41,6911.20,8865.68,6876.67,8985.00,-0.01,0.01
2013.04.05,10185.20,6810.59,8729.81,6926.33,9033.33,0.02,0.03
2013.04.08,10346.76,6891.86,8920.83,6915.00,9000.00,0.00,0.01
2013.04.09,10376.06,6901.58,8987.93,6900.00,8995.00,0.00,0.00
2013.04.10,10393.71,6912.95,9014.48,6925.00,9031.67,0.00,0.00
2013.04.11,10383.49,6897.28,9025.78,6946.67,9050.00,0.01,0.00
2013.04.12,10335.19,6855.73,8994.03,6943.33,9050.00,0.01,0.01
2013.04.15,10407.01,6913.58,9023.60,6931.67,9023.33,0.00,0.00
2013.04.16,10364.04,6876.27,8994.85,6950.00,9046.67,0.01,0.01
2013.04.17,10413.92,6906.33,9067.32,6973.33,9093.33,0.01,0.00
2013.04.18,10414.75,6903.86,9064.07,6950.00,9046.67,0.01,0.00
2013.04.19,10223.59,6794.43,8863.34,6950.00,9046.67,0.02,0.02
2013.04.22,10330.85,6859.82,8996.65,6973.33,9063.33,0.02,0.01
2013.04.23,10367.43,6902.52,8998.82,6986.67,9083.33,0.01,0.01
2013.04.24,10363.86,6904.23,8968.59,7003.33,9070.00,0.01,0.01
2013.04.25,10366.94,6903.12,8978.20,7010.00,9140.00,0.02,0.02
2013.04.26,10323.62,6853.16,8963.93,7021.67,9105.00,0.02,0.02
2013.04.29,10339.34,6873.40,8934.73,7028.33,9141.67,0.02,0.02
2013.04.30,10420.70,6904.60,9054.00,7018.33,9135.00,0.02,0.01
2013.05.03,10498.25,6933.58,9146.09,7020.83,9141.67,0.01,0.00
2013.05.06,10425.81,6900.22,9048.95,7041.67,9166.67,0.02,0.01
2013.05.07,10419.23,6913.90,9062.05,7003.33,9026.67,0.01,0.00
2013.05.08,10382.88,6879.25,9016.63,7003.33,9013.33,0.02,0.00
2013.05.09,10448.43,6921.31,9091.14,6993.33,9020.00,0.01,-0.01
2013.05.10,10319.11,6825.80,8970.47,6831.72,9141.04,0.00,0.02
2013.05.13,10339.01,6893.28,8952.99,6986.67,9016.67,0.01,0.01
2013.05.14,10314.81,6881.49,8927.36,6978.33,9009.17,0.01,0.01
2013.05.15,10309.06,6886.96,8937.20,6985.00,9015.00,0.01,0.01
2013.05.16,10314.68,6920.99,8903.17,6985.00,9011.67,0.01,0.01
2013.05.17,10191.01,6835.55,8811.02,6910.00,9003.33,0.01,0.02
2013.05.20,10305.36,6909.85,8892.30,6910.00,9040.00,0.00,0.02
2013.05.21,10296.37,6906.82,8877.34,6896.67,9036.67,0.00,0.02
2013.05.22,10313.22,6912.08,8932.48,6891.67,9011.67,0.00,0.01
2013.05.23,10313.22,6912.08,8932.48,6900.00,9003.33,0.00,0.01
2013.05.24,10132.87,6793.40,8755.33,6900.00,9003.33,0.02,0.03
2013.05.27,10305.11,6892.27,8917.91,6895.00,8996.67,0.00,0.01
2013.05.28,10279.29,6875.00,8895.56,6903.33,9003.33,0.00,0.01
2013.05.29,10302.70,6899.45,8926.50,6903.33,9030.00,0.00,0.01
2013.05.30,10249.15,6860.83,8886.15,6903.33,9030.00,0.01,0.02
2013.05.31,10191.52,6808.99,8813.56,6903.33,9030.00,0.01,0.02
2013.06.03,10322.80,6887.53,8957.92,6910.00,9023.33,0.00,0.01
2013.06.04,10282.39,6853.31,8914.78,6903.33,8993.33,0.01,0.01
2013.06.05,10343.59,6876.09,9002.17,6903.33,8996.67,0.00,0.00
2013.06.06,10361.54,6886.82,8999.00,6906.67,8986.67,0.00,0.00
2013.06.07,10191.98,6757.40,8864.35,6906.67,8986.67,0.02,0.01
2013.06.10,10417.64,6853.99,9088.38,6900.00,8983.33,0.01,-0.01
2013.06.11,10417.63,6879.82,9087.56,6900.00,9003.33,0.00,-0.01
2013.06.12,10243.68,6746.08,8954.07,6900.00,9003.33,0.02,0.01
2013.06.13,10274.95,6756.38,8970.44,6893.33,9000.00,0.02,0.00
2013.06.14,10420.96,6829.07,9092.91,6901.67,9010.00,0.01,-0.01
2013.06.17,10451.69,6856.16,9120.75,6912.50,9100.00,0.01,0.00
2013.06.18,10442.01,6841.78,9124.89,6916.67,9150.00,0.01,0.00
2013.06.19,10517.51,6890.97,9215.98,6916.67,9133.33,0.00,-0.01
2013.06.20,10496.25,6872.79,9213.66,6943.33,9183.33,0.01,0.00
2013.06.21,10317.23,6817.45,8999.04,6930.00,9158.33,0.02,0.02
2013.06.24,10380.78,6853.69,9033.17,6946.67,9138.33,0.01,0.01
2013.06.25,10345.14,6858.53,8975.07,6963.33,9170.00,0.02,0.02
2013.06.26,10248.94,6783.27,8909.14,6953.33,9150.00,0.02,0.03
2013.06.27,10361.64,6884.22,8966.01,6980.00,9133.33,0.01,0.02
2013.06.28,10238.89,6808.84,8873.28,6963.33,9153.33,0.02,0.03
2013.07.01,10387.17,6906.55,9033.77,6978.33,9143.33,0.01,0.01
2013.07.02,10314.85,6866.50,8951.85,6963.33,9148.33,0.01,0.02
2013.07.03,10331.84,6882.93,8959.50,6993.33,9170.00,0.02,0.02
2013.07.04,10355.91,6909.10,8953.51,6949.17,9066.67,0.01,0.01
2013.07.05,10276.01,6855.80,8884.42,6960.00,9100.00,0.02,0.02
2013.07.08,10313.47,6880.79,8916.81,6960.00,9100.00,0.01,0.02
2013.07.09,10264.83,6895.12,8860.23,6931.33,9000.00,0.01,0.02
2013.07.10,10219.49,6865.43,8826.89,6953.33,9050.00,0.01,0.02
2013.07.11,10288.88,6912.38,8856.83,6953.33,9050.00,0.01,0.02
2013.07.12,10259.75,6831.45,8910.93,6980.00,9030.00,0.02,0.01
2013.07.15,10311.86,6868.99,8953.03,6945.00,9022.00,0.01,0.01
2013.07.16,10313.25,6880.78,8953.27,6960.00,9046.67,0.01,0.01
2013.07.17,10388.41,6906.75,9060.28,6960.00,9058.33,0.01,0.00
2013.07.18,10409.17,6909.72,9076.61,6966.67,9060.00,0.01,0.00
2013.07.19,10195.77,6779.51,8876.41,6966.67,9060.00,0.03,0.02
2013.07.22,10394.19,6908.71,9066.29,6966.67,9077.00,0.01,0.00
2013.07.23,10415.56,6902.65,9088.03,6951.67,9068.33,0.01,0.00
2013.07.24,10431.47,6915.06,9114.05,6951.67,9068.33,0.01,-0.01
2013.07.25,10431.55,6902.73,9143.36,6961.67,9076.67,0.01,-0.01
2013.07.26,10277.10,6809.95,8990.49,6965.00,9083.33,0.02,0.01
2013.07.29,10423.80,6879.71,9122.49,6965.00,9083.33,0.01,0.00
2013.07.30,10472.98,6905.47,9163.56,7000.00,9210.00,0.01,0.01
2013.08.01,10467.98,6917.52,9183.01,6975.00,9161.67,0.01,0.00
2013.08.02,10315.60,6829.23,9039.17,6975.00,9161.67,0.02,0.01
2013.08.06,10429.72,6886.57,9129.52,6978.33,9130.00,0.01,0.00
2013.08.07,10484.02,6919.47,9189.06,6976.67,9125.00,0.01,-0.01
2013.08.12,10504.80,6895.19,9220.93,6971.67,9150.00,0.01,-0.01
2013.08.13,10452.47,6879.32,9135.73,6970.83,9145.00,0.01,0.00
2013.08.14,10487.45,6911.84,9185.83,6980.83,9166.67,0.01,0.00
2013.08.16,10392.85,6845.72,9102.76,6977.50,9173.33,0.02,0.01
2013.08.19,10461.14,6873.27,9168.95,6975.83,9170.83,0.01,0.00
2013.08.20,10500.90,6898.13,9204.86,6978.33,9172.50,0.01,0.00
2013.08.21,10515.25,6898.13,9237.97,6966.67,9170.00,0.01,-0.01
2013.08.22,10531.84,6909.25,9247.34,6948.33,9153.33,0.01,-0.01
2013.08.23,10353.14,6817.42,9082.85,6940.00,9163.33,0.02,0.01
2013.08.26,10577.88,6957.19,9291.32,6906.67,9158.33,-0.01,-0.01
2013.08.27,10480.37,6890.78,9206.77,6898.33,9175.00,0.00,0.00
2013.08.28,10480.15,6893.00,9193.88,6902.50,9168.33,0.00,0.00
2013.08.29,10464.64,6881.92,9185.31,6914.17,9183.33,0.00,0.00
2013.08.30,10300.82,6793.87,9012.75,6906.67,9185.00,0.02,0.02
2013.09.02,10496.42,6927.07,9167.98,6921.67,9181.67,0.00,0.00
2013.09.03,10484.86,6919.44,9157.88,6930.00,9205.00,0.00,0.01
2013.09.04,10464.84,6922.24,9117.97,6948.33,9211.67,0.00,0.01
2013.09.05,10426.44,6893.43,9079.33,6958.33,9218.33,0.01,0.02
2013.09.06,10315.23,6816.83,8999.58,6948.34,9218.34,0.02,0.02
2013.09.09,10112.22,6703.56,8793.06,6908.33,9213.33,0.03,0.05
2013.09.10,10412.75,6879.32,9076.57,6988.33,9204.00,0.02,0.01
2013.09.11,10477.06,6914.00,9154.13,6987.33,9206.12,0.01,0.01
2013.09.12,10464.19,6900.13,9155.09,6985.00,9215.00,0.01,0.01
2013.09.13,10331.49,6798.29,9034.92,6983.33,9213.33,0.03,0.02
2013.09.16,10452.73,6881.34,9148.75,6981.67,9206.67,0.01,0.01
2013.09.17,10485.79,6882.40,9192.81,6985.00,9226.67,0.01,0.00
2013.09.18,10532.01,6912.09,9231.79,6980.00,9220.00,0.01,0.00
2013.09.19,10522.93,6903.41,9217.43,6975.00,9210.00,0.01,0.00
2013.09.20,10418.21,6791.55,9199.15,6991.67,9228.33,0.03,0.00
2013.09.23,10511.63,6860.22,9270.90,6991.67,9228.33,0.02,0.00
2013.09.24,10552.85,6887.71,9303.92,6992.50,9208.33,0.02,-0.01
2013.09.25,10583.84,6916.97,9319.24,6992.50,9208.33,0.01,-0.01
2013.09.26,10597.56,6916.03,9339.41,6983.33,9236.67,0.01,-0.01
2013.09.27,10457.80,6825.70,9214.01,6983.33,9260.00,0.02,0.01
2013.09.30,10598.73,6915.37,9361.34,6983.33,9260.00,0.01,-0.01
2013.10.01,10593.69,6905.55,9325.94,6983.33,9260.00,0.01,-0.01
2013.10.03,10617.52,6912.61,9342.40,6983.33,9260.00,0.01,-0.01
2013.10.04,10548.81,6853.94,9317.25,6983.33,9260.00,0.02,-0.01
2013.10.07,10603.08,6895.41,9372.94,6983.33,9260.00,0.01,-0.01
2013.10.08,10626.45,6911.64,9380.47,7008.33,9376.67,0.01,0.00
2013.10.09,10594.32,6891.87,9356.41,7008.33,9376.67,0.02,0.00
2013.10.10,10655.15,6948.12,9390.38,7008.33,9376.67,0.01,0.00
2013.10.11,10455.91,6821.62,9231.01,7008.33,9376.67,0.03,0.02
2013.10.14,10607.89,6913.37,9378.68,6996.67,9316.67,0.01,-0.01
2013.10.16,10579.06,6914.32,9329.48,6983.33,9316.67,0.01,0.00
2013.10.17,10647.93,6941.45,9413.30,6983.33,9316.67,0.01,-0.01
2013.10.18,10516.83,6838.08,9342.19,6965.00,9280.00,0.02,-0.01
2013.10.21,10676.72,6918.22,9466.89,6942.50,9237.50,0.00,-0.02
2013.10.22,10601.19,6877.92,9400.06,6990.00,9260.00,0.02,-0.02
2013.10.23,10652.94,6915.59,9456.38,6990.00,9260.00,0.01,-0.02
2013.10.24,10680.95,6914.38,9508.65,6996.67,9290.00,0.01,-0.02
2013.10.25,10606.34,6852.48,9459.85,6996.67,9290.00,0.02,-0.02
2013.10.28,10698.20,6910.92,9521.17,6993.33,9483.33,0.01,0.00
2013.10.29,10685.93,6906.45,9519.84,7003.33,9500.00,0.01,0.00
2013.10.30,10641.81,6892.38,9489.43,7003.33,9500.00,0.02,0.00
2013.10.31,10699.37,6931.72,9534.58,6996.67,9433.33,0.01,-0.01
2013.11.01,10515.14,6836.71,9325.96,6996.67,9433.33,0.02,0.01
2013.11.04,10580.39,6907.39,9328.44,6996.67,9433.33,0.01,0.01
2013.11.05,10597.96,6920.98,9347.48,6996.67,9433.33,0.01,0.01
2013.11.06,10539.81,6879.79,9283.58,6981.67,9466.67,0.01,0.02
2013.11.07,10600.34,6916.19,9348.62,6986.67,9483.33,0.01,0.01
2013.11.08,10434.74,6809.37,9100.72,6996.67,9516.67,0.03,0.04
2013.11.12,10579.56,6931.73,9284.36,6996.67,9516.67,0.01,0.02
2013.11.13,10532.56,6912.16,9284.41,7008.33,9443.33,0.01,0.02
2013.11.14,10518.39,6891.11,9244.42,7000.00,9436.67,0.02,0.02
2013.11.15,10500.13,6875.98,9238.56,7056.67,9423.33,0.03,0.02
2013.11.18,10554.37,6907.87,9297.99,7030.00,9423.33,0.02,0.01
2013.11.19,10543.25,6886.63,9308.66,7030.00,9423.33,0.02,0.01
2013.11.21,10617.56,6928.38,9372.02,7030.00,9423.33,0.01,0.01
2013.11.22,10475.88,6852.82,9232.12,7076.67,9483.33,0.03,0.03
2013.11.25,10612.45,6931.91,9370.56,7076.67,9483.33,0.02,0.01
2013.11.26,10604.09,6926.41,9360.36,7086.67,9466.67,0.02,0.01
2013.11.27,10649.90,6951.58,9417.31,7076.67,9486.67,0.02,0.01
2013.11.28,10637.44,6928.99,9420.66,7078.33,9548.33,0.02,0.01
2013.11.29,10545.28,6868.96,9339.05,7093.33,9516.67,0.03,0.02
2013.12.02,10745.61,6999.45,9516.46,7078.33,9551.67,0.01,0.00
2013.12.03,10650.06,6951.55,9404.62,7100.00,9590.00,0.02,0.02
2013.12.04,10662.21,6948.84,9435.14,7086.67,9590.00,0.02,0.02
2013.12.05,10746.12,7002.99,9518.47,7068.33,9551.67,0.01,0.00
2013.12.06,10634.23,6929.22,9419.59,7073.33,9561.67,0.02,0.01
2013.12.09,10743.76,6984.22,9541.14,7086.67,9560.00,0.01,0.00
2013.12.10,10742.49,6978.12,9575.37,7113.33,9616.67,0.02,0.00
